web-scraper-order,web-scraper-start-url,url_title,url_title-href,topic,date,author
"1717573616-52","https://www.tichyseinblick.de/?s=akw","Alte Gas- und Kohlekraftwerke in Betrieb nehmen, AKWs weiter laufen lassen und neue bauen","https://www.tichyseinblick.de/meinungen/brennstoffladungen-bestellen-alte-kohlekraftwerke-in-betrieb-nehmen-neue-akw-bauen/","Jeder versäumte Tag Schuld der Herrschenden","20. Juli 2022","Fritz Goergen"
"1717573616-53","https://www.tichyseinblick.de/?s=akw","Anti-AKW-Ideologie – Dabei wäre Kernenergie eine deutliche Gaseinsparung","https://www.tichyseinblick.de/kolumnen/spahns-spitzwege/energiiekrise-kernenergie-anti-akw-ideologie/","Energiekrise","13. Juli 2022","Tomas Spahn"
"1717573616-54","https://www.tichyseinblick.de/?s=akw","Setzt die Kaufprämien für E-Autos aus und lasst die AKWs länger laufen!","https://www.tichyseinblick.de/meinungen/setzt-die-kaufpraemien-fuer-e-autos-aus-und-lasst-die-akws-laenger-laufen/","Habecks ""Alarmstufe""","23. Juni 2022","Dr. Helmut Becker"
"1717573616-55","https://www.tichyseinblick.de/?s=akw","AKW und KKW: Die Welt steigt ein, Deutschland aus","https://www.tichyseinblick.de/kolumnen/neue-wege/akw-und-kkw-die-welt-steigt-ein-deutschland-aus/","DEINDUSTRIALISIERUNG DEUTSCHLANDS","26. Dezember 2019","Klaus-Jürgen Gadamer"
"1717573616-56","https://www.tichyseinblick.de/?s=akw","Union will parlamentarischen Untersuchungsausschuss zum Atomausstieg beantragen","https://www.tichyseinblick.de/daili-es-sentials/union-will-parlamentarischen-untersuchungsausschuss-zum-atomausstieg-beantragen/","Habeck-Files","4. Juni 2024","Klaus-Rüdiger Mai"
"1717573616-57","https://www.tichyseinblick.de/?s=akw","Habecks panische Angst vor der Wahrheit – und sein Versuch, die Union einzuschüchtern","https://www.tichyseinblick.de/meinungen/habeck-brief-unionsfraktion/","Kommt der Untersuchungsausschuss?","3. Juni 2024","Klaus-Rüdiger Mai"
"1717573616-58","https://www.tichyseinblick.de/?s=akw","Der grüne Parteitag des Realitätsverlustes","https://www.tichyseinblick.de/meinungen/parteitag-gruene-habeck-realitaetsverlust/","Auch Propaganda-Lügen haben kurze Beine","2. Juni 2024","Klaus-Rüdiger Mai"
"1717573616-59","https://www.tichyseinblick.de/?s=akw","Kein Rauch ohne Feuer","https://www.tichyseinblick.de/meinungen/affaere-rauch-symptomatisch-deutschland/","Symptomatisch für Deutschland:","2. Juni 2024","Klaus-Rüdiger Mai"
"1717573616-60","https://www.tichyseinblick.de/?s=akw","Wie die Lebenslügen der Grünen das Land aus dem internationalen Wettbewerb katapultieren","https://www.tichyseinblick.de/meinungen/gruene-lebensluegen/","Alles gegen Deutschland","29. Mai 2024","Klaus-Rüdiger Mai"
"1717573622-61","https://www.tichyseinblick.de/page/12/?s=akw","Die Laufzeiten der Atomkraftwerke müssen verlängert werden – jetzt!","https://www.tichyseinblick.de/tichys-einblick/die-laufzeiten-der-atomkraftwerke-muessen-verlaengert-werden-jetzt/","Grüne Blockade aufheben","19. Juli 2022","Roland Tichy"
"1717573622-62","https://www.tichyseinblick.de/page/12/?s=akw","Bei der Kernkraft will die Regierung keine anderen Meinungen hören","https://www.tichyseinblick.de/meinungen/bei-der-kernkraft-will-die-regierung-keine-anderen-meinungen-hoeren/","Die Behörde, die Behörde hat immer Recht!","17. Juli 2022","Marco Gallina"
"1717573622-63","https://www.tichyseinblick.de/page/12/?s=akw","Zurück zur Kohle: Die Widersprüchlichkeit der Grünen","https://www.tichyseinblick.de/gastbeitrag/zurueck-zur-kohle-die-widerspruechlichkeit-der-gruenen/","Grüne Ideologie dominiert deutsche Politik","14. Juli 2022","Gastautor"
"1717573622-64","https://www.tichyseinblick.de/page/12/?s=akw","Robert Habeck, der irrlichternde Minister","https://www.tichyseinblick.de/meinungen/robert-habeck-ein-waerme-und-ein-versorgungsproblem-kein-stromproblem/","„kein Stromproblem""","13. Juli 2022","Klaus-Rüdiger Mai"
"1717573622-65","https://www.tichyseinblick.de/page/12/?s=akw","Die Hochzeit der Schamlosigkeit – oder: Nur kein Mitleid mit der FDP","https://www.tichyseinblick.de/kolumnen/stephans-spitzen/linder-hochzeit/","Stephans Spitzen","12. Juli 2022","Cora Stephan"
"1717573622-66","https://www.tichyseinblick.de/page/12/?s=akw","Die April-Partei FDP will jetzt doch wieder Atomkraft","https://www.tichyseinblick.de/feuilleton/glosse/die-april-partei-fdp-will-jetzt-doch-wieder-atomkraft/","Achtung Glosse!","11. Juli 2022","Marco Gallina"
"1717573622-67","https://www.tichyseinblick.de/page/12/?s=akw","Scholz stimmt Bürger auf hohe Preise und jahrelange Energieknappheit ein","https://www.tichyseinblick.de/wirtschaft/energiepolitik-scholz-hohe-preise-knappheit/","ENERGIEPOLITIK LIEGT IN TRÜMMERN","11. Juli 2022","Redaktion"
"1717573622-68","https://www.tichyseinblick.de/page/12/?s=akw","FDP stimmt geschlossen gegen Fristverlängerung für Kernenergie","https://www.tichyseinblick.de/meinungen/fdp-stimmt-geschlossen-gegen-fristverlaengerung-fuer-kernenergie/","Sozialistische Ruine statt Wirtschaftspartei","8. Juli 2022","Marco Gallina"
"1717573622-69","https://www.tichyseinblick.de/page/12/?s=akw","Kernkraftwerke gelten in der EU jetzt als „nachhaltig“","https://www.tichyseinblick.de/kolumnen/aus-aller-welt/eu-taxonomie-kernkraftwerke-gelten-in-der-eu-jetzt-als-nachhaltig/","EU Taxonomie:","7. Juli 2022","Holger Douglas"
"1717573622-70","https://www.tichyseinblick.de/page/12/?s=akw","Lindner heiratet auf Sylt: Zur falschen Zeit am falschen Ort","https://www.tichyseinblick.de/meinungen/lindner-hochzeit/","Westerwelles ""spätrömische Dekadenz""","7. Juli 2022","Peter Hahne"
